name,datetime,date,hour,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bristol,2023-08-01T00:00:00,2023-08-01,0,14.8,14.8,13.4,91.83,0,0,,,,22.5,16,248,1002.1,69.5,19.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T01:00:00,2023-08-01,1,14.6,14.6,13.6,93.74,0,0,,,,22.9,13.2,248,1002,98.5,12,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T02:00:00,2023-08-01,2,14.5,14.5,13.5,93.82,0.181,100,rain,,,30.9,17.8,252,1002.2,83.2,19.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T03:00:00,2023-08-01,3,14.5,14.5,13.2,91.62,0,0,,,,27.8,18,256,1002.5,61.5,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T04:00:00,2023-08-01,4,14.4,14.4,12.8,90.07,0,0,,,,23.8,15.9,266,1002.4,53.3,23.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T05:00:00,2023-08-01,5,14.2,14.2,12.9,91.58,0.029,100,rain,,,20.1,13.4,257,1002.4,91.3,18.6,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T06:00:00,2023-08-01,6,13.9,13.9,12.6,91.58,0,0,,,,22.9,15.2,260,1002.5,53.5,22.6,14,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T07:00:00,2023-08-01,7,14.4,14.4,12.4,88.23,0,0,,,,23.5,17,264,1002.8,84.8,25.1,54,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T08:00:00,2023-08-01,8,15.4,15.4,12.8,84.07,0,0,,,,28.7,18.9,263,1003,51,24.9,304,1.1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T09:00:00,2023-08-01,9,16.5,16.5,12.8,79.16,0,0,,,,27.7,21.1,266,1003.1,58.2,28.9,461,1.7,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T10:00:00,2023-08-01,10,16.1,16.1,12,76.47,0,0,,,,29.8,21.8,260,1003.9,87.5,13.9,628,2.3,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-01T11:00:00,2023-08-01,11,17.1,17.1,11.9,71.37,0,0,,,,29.2,21.8,261,1003.9,56.8,13.6,789,2.8,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-01T12:00:00,2023-08-01,12,18.4,18.4,11.9,65.84,0,0,,,,24.3,15.9,290,1003.1,92.7,30.6,618,2.2,6,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T13:00:00,2023-08-01,13,19,19,12.1,64.17,0,0,,,,23.2,17.4,269,1002.9,86.6,34.4,369,1.3,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-01T14:00:00,2023-08-01,14,18.6,18.6,12.4,67.29,0.045,100,rain,,,25.5,17,291,1002.9,90.3,22.7,538,1.9,5,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T15:00:00,2023-08-01,15,18.9,18.9,12.6,66.82,0.029,100,rain,,,18.4,14.1,260,1002.5,98.5,21.9,844,3,8,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T16:00:00,2023-08-01,16,19.2,19.2,12.9,66.94,0,0,,,,24.1,15.2,284,1002.2,86.4,17.1,652,2.3,7,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T17:00:00,2023-08-01,17,19.1,19.1,12.4,64.93,0,0,,,,20.7,16.4,275,1001.9,51.5,33.4,308,1.1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T18:00:00,2023-08-01,18,18.3,18.3,12.3,67.95,0,0,,,,17.4,15.7,262,1001.5,95.4,31.7,262,0.9,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T19:00:00,2023-08-01,19,17.6,17.6,12.1,70.11,0,0,,,,17.9,13.4,258,1000.9,82.6,35.9,33,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T20:00:00,2023-08-01,20,16.6,16.6,12.7,77.81,0.032,100,rain,,,14.4,9.4,218,1000.3,92.5,25.9,11,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T21:00:00,2023-08-01,21,15.4,15.4,13.2,86.93,0.323,100,rain,,,19.8,11.6,188,999.3,89.5,20.6,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T22:00:00,2023-08-01,22,14.9,14.9,13.7,92.37,0.093,100,rain,,,25.1,15.5,174,998.3,95.3,16.1,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-01T23:00:00,2023-08-01,23,14.8,14.8,13.9,94.07,0.227,100,rain,,,24.7,15.5,157,996.3,100,17.6,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T00:00:00,2023-08-02,0,14.7,14.7,14,95.63,0.165,100,rain,,,27.2,16.4,142,994.8,100,13.5,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T01:00:00,2023-08-02,1,14.9,14.9,14.4,97.08,0.804,100,rain,,,23.9,15,134,992.8,100,5.4,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T02:00:00,2023-08-02,2,15.3,15.3,15,98.42,1.018,100,rain,,,21,14.3,150,991,100,25.2,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T03:00:00,2023-08-02,3,16.1,16.1,15.7,97.29,0.194,100,rain,,,27.4,14,202,989.7,100,29.4,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T04:00:00,2023-08-02,4,16.2,16.2,15.8,97.4,0.029,100,rain,,,30.7,17.2,226,988.6,100,10.9,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T05:00:00,2023-08-02,5,16.4,16.4,15.9,96.73,0.139,100,rain,,,34.2,19.2,233,987.9,100,29.2,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T06:00:00,2023-08-02,6,15.7,15.7,15,95.78,0.274,100,rain,,,38.9,22.6,246,987.8,98.5,15.1,11,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T07:00:00,2023-08-02,7,15.2,15.2,14,92.3,0.178,100,rain,,,39.1,22,243,987.5,88.7,30.5,63,0.2,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T08:00:00,2023-08-02,8,15.3,15.3,13.7,89.98,0.074,100,rain,,,32.4,21.8,241,987.4,92.1,31.5,139,0.5,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T09:00:00,2023-08-02,9,15.9,15.9,13.9,87.55,0.087,100,rain,,,33.7,21.1,223,987.1,92.5,27.5,193,0.7,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T10:00:00,2023-08-02,10,16.7,16.7,13.9,83.49,0.129,100,rain,,,30.6,21.2,211,986.5,98.5,15.6,239,0.9,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T11:00:00,2023-08-02,11,16.1,16.1,13.7,85.99,0.142,100,rain,,,29.2,20.9,204,985.9,100,13.5,334,1.2,3,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T12:00:00,2023-08-02,12,16.1,16.1,14.8,91.77,0.429,100,rain,,,29.4,18,182,985.1,100,15.4,199,0.7,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T13:00:00,2023-08-02,13,16.1,16.1,15.4,95.36,0.452,100,rain,,,26.4,16.8,181,984.3,100,12.9,687,2.5,7,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T14:00:00,2023-08-02,14,16.9,16.9,15.9,93.42,0.758,100,rain,,,26.5,14.2,151,983.7,100,11.7,51,0.2,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T15:00:00,2023-08-02,15,17.3,17.3,16,91.85,0.612,100,rain,,,24.6,14.2,294,983.9,100,28.6,236,0.8,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T16:00:00,2023-08-02,16,17,17,15.7,91.96,1.293,100,rain,,,33.7,19,302,984.6,98.5,14.9,153,0.6,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T17:00:00,2023-08-02,17,17.6,17.6,16.2,91.42,0.835,100,rain,,,32.4,19.1,302,986.1,95.6,33.8,272,1,3,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T18:00:00,2023-08-02,18,18.6,18.6,15.1,80.3,0.087,100,rain,,,35.2,21.3,289,987.5,62.2,47.2,274,1,3,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T19:00:00,2023-08-02,19,18.2,18.2,15.1,82.19,0,0,,,,30,20.2,278,988.5,56.5,44.6,279,1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T20:00:00,2023-08-02,20,16.7,16.7,14.1,84.31,0,0,,,,29,18.2,274,990.1,84,38.2,44,0.2,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T21:00:00,2023-08-02,21,16.2,16.2,14.4,89.06,2.541,100,rain,,,23.1,16,278,991.6,81,37.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T22:00:00,2023-08-02,22,15.7,15.7,14.5,92.95,0.029,100,rain,,,23.1,16.4,274,992.9,62.7,28.8,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-02T23:00:00,2023-08-02,23,15.6,15.6,14.6,93.65,0,0,,,,24.3,16.4,285,994.1,71.5,25.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T00:00:00,2023-08-03,0,15.3,15.3,14.3,93.89,0,0,,,,20,13.1,303,995.6,70.9,25.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T01:00:00,2023-08-03,1,15.5,15.5,14.3,92.36,0.029,100,rain,,,21.5,13.8,321,996.8,93.6,34,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T02:00:00,2023-08-03,2,15.2,15.2,13.8,91.24,0.029,100,rain,,,17.6,11.4,319,998.1,100,45.9,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T03:00:00,2023-08-03,3,15.1,15.1,13.6,91.23,0,0,,,,18.8,12.4,315,999.1,98.5,44.8,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T04:00:00,2023-08-03,4,15,15,13.6,91.26,0,0,,,,15.2,9.1,308,1000.1,98.5,41.3,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T05:00:00,2023-08-03,5,14.9,14.9,13.7,92.49,0,0,,,,15.6,10.8,307,1001.1,100,40.1,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T06:00:00,2023-08-03,6,14.7,14.7,13.5,92.08,0.032,100,rain,,,16.3,10.4,302,1002.1,92.5,35.1,9,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T07:00:00,2023-08-03,7,14.8,14.8,13.7,92.86,2.986,100,rain,,,13.9,8.8,307,1002.9,89.5,26.6,18,0.1,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T08:00:00,2023-08-03,8,15.2,15.2,13.8,91.39,0.161,100,rain,,,16.8,12.3,316,1003.9,98.5,10.8,44,0.2,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T09:00:00,2023-08-03,9,15.1,15.1,13.1,87.86,0,0,,,,13.3,11,335,1005,100,14.9,163,0.6,2,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-03T10:00:00,2023-08-03,10,16.6,16.6,13.4,81.47,0.091,100,rain,,,18.4,14,307,1005.7,98.5,24.7,278,1,3,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T11:00:00,2023-08-03,11,17.9,17.9,13.1,73.85,0,0,,,,20.6,13.9,319,1006.1,98.5,34,643,2.3,6,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T12:00:00,2023-08-03,12,19.2,19.2,12.8,66.72,0,0,,,,24.5,16,302,1006.6,69.5,22.8,431,1.6,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T13:00:00,2023-08-03,13,19.7,19.7,12.8,64.48,0.097,100,rain,,,24.8,14.2,306,1007.2,62.2,38.8,220,0.8,2,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T14:00:00,2023-08-03,14,18.7,18.7,12.9,69,0.161,100,rain,,,28.9,16.3,308,1007.9,98.5,26.1,81,0.3,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T15:00:00,2023-08-03,15,18.8,18.8,13.2,70.21,0.064,100,rain,,,25.5,16.6,304,1008.5,92.5,28.7,450,1.6,5,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T16:00:00,2023-08-03,16,18.7,18.7,12.8,68.81,0,0,,,,31.4,19.1,306,1009.1,100,44.7,489,1.8,5,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T17:00:00,2023-08-03,17,18,18,12.9,72.05,0,0,,,,34.3,19.9,298,1009.7,90.5,39,624,2.2,6,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T18:00:00,2023-08-03,18,17,17,13.3,78.99,0.872,100,rain,,,34.8,20.6,307,1010.4,76.5,32.3,475,1.7,5,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T19:00:00,2023-08-03,19,16.6,16.6,13.2,80.6,0.087,100,rain,,,27.1,17.6,327,1011,77.3,41.3,186,0.7,2,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T20:00:00,2023-08-03,20,16.1,16.1,12.8,80.51,0,0,,,,23.8,12.9,295,1011.5,66.1,45.1,47,0.2,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T21:00:00,2023-08-03,21,15.1,15.1,12.3,83.66,0,0,,,,19.3,11.3,300,1012.4,19,44.6,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T22:00:00,2023-08-03,22,14.6,14.6,11.8,83.52,0,0,,,,21.2,11,300,1013.3,55.8,46.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-03T23:00:00,2023-08-03,23,14.3,14.3,11.3,82.31,0,0,,,,19.8,11.7,308,1014.1,31.1,45.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T00:00:00,2023-08-04,0,13.6,13.6,11.2,85.17,0,0,,,,21,13,300,1014.7,13.7,43.9,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T01:00:00,2023-08-04,1,12.9,12.9,11,88.32,0,0,,,,14,7.5,281,1015.2,37.4,38.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T02:00:00,2023-08-04,2,12.3,12.3,10.9,91.32,0,0,,,,12.7,6.5,277,1015.5,37.9,32.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T03:00:00,2023-08-04,3,13,13,11.6,91.12,0,0,,,,15.2,9.6,275,1015.8,84,35.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T04:00:00,2023-08-04,4,13.5,13.5,11.9,90.16,0,0,,,,22.2,13.1,294,1016.1,100,34.7,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T05:00:00,2023-08-04,5,13.9,13.9,12.1,89.25,0,0,,,,22,13.4,311,1016.6,100,32.8,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T06:00:00,2023-08-04,6,13.8,13.8,11.7,86.84,0,0,,,,20.3,12.2,303,1017,100,44.1,7,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T07:00:00,2023-08-04,7,13.6,13.6,11.3,85.99,0,0,,,,21.6,13.2,299,1017.5,97.1,43.3,58,0.2,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T08:00:00,2023-08-04,8,14.6,14.6,11.4,81.51,0,0,,,,24.1,14.8,307,1018,85.5,47.2,109,0.4,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T09:00:00,2023-08-04,9,15.1,15.1,10.8,75.49,0,0,,,,26,17.6,317,1018.5,84.9,51.4,171,0.6,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T10:00:00,2023-08-04,10,15.6,15.6,10.3,70.85,0,0,,,,27.7,17.5,317,1019,100,51,274,1,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T11:00:00,2023-08-04,11,15.8,15.8,10.3,69.42,0,0,,,,26.3,17.9,311,1019.2,100,43.4,334,1.2,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T12:00:00,2023-08-04,12,16.4,16.4,10.2,66.81,0,0,,,,25.9,16.3,322,1019.4,100,38.9,387,1.4,4,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T13:00:00,2023-08-04,13,16.1,16.1,10,67.23,0,0,,,,27.4,14.9,301,1019.9,100,14.3,318,1.1,3,,Overcast,cloudy,"03853099999,03743099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-04T14:00:00,2023-08-04,14,17.2,17.2,10.7,65.88,0,0,,,,28.8,16.7,305,1019.6,100,33.8,383,1.4,4,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T15:00:00,2023-08-04,15,17.6,17.6,10.6,63.45,0,0,,,,26.2,17,306,1019.5,92,34.9,533,1.9,5,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T16:00:00,2023-08-04,16,17.6,17.6,9.8,60.25,0,0,,,,29.9,18.5,302,1019.6,97.7,33.7,329,1.2,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T17:00:00,2023-08-04,17,17.2,17.2,9.7,61.58,0,0,,,,29.6,19.7,299,1019.4,84.2,31.1,134,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T18:00:00,2023-08-04,18,17.3,17.3,9.2,59.14,0,0,,,,30,17.7,304,1019.3,56.1,27.7,165,0.6,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T19:00:00,2023-08-04,19,17.5,17.5,9.5,59.54,0,0,,,,24.4,14.5,294,1019.1,98.5,29.5,125,0.5,1,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T20:00:00,2023-08-04,20,16.2,16.2,9.9,66.29,0,0,,,,20.3,10.3,278,1019,56.1,23.3,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T21:00:00,2023-08-04,21,14.9,14.9,10,72.38,0,0,,,,16.9,9.5,263,1019,92.7,19.6,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T22:00:00,2023-08-04,22,14.4,14.4,10.4,77.09,0,0,,,,12.5,6,262,1018.8,100,19.4,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-04T23:00:00,2023-08-04,23,13.9,13.9,10.8,81.64,0,0,,,,14,7.9,255,1018.7,95.6,16.9,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T00:00:00,2023-08-05,0,13.5,13.5,11,84.55,0,0,,,,12.6,8,254,1017.9,98.5,15.5,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T01:00:00,2023-08-05,1,13.2,13.2,10.8,85.43,0,0,,,,13.2,7.9,239,1016.8,98.5,15.8,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T02:00:00,2023-08-05,2,13.1,13.1,10.8,86.13,0,0,,,,14.4,9.1,222,1015.6,100,13.5,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T03:00:00,2023-08-05,3,12.8,12.8,10.9,88.16,0,0,,,,13.3,9,198,1014.4,100,11.5,0,0,0,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T04:00:00,2023-08-05,4,12.4,12.4,11,91.06,0.11,100,rain,,,15.4,10.4,193,1013.2,100,11.3,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T05:00:00,2023-08-05,5,12.2,12.2,11.2,93.63,0.367,100,rain,,,19,10.8,165,1011.5,98.5,8.1,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T06:00:00,2023-08-05,6,12.2,12.2,11.4,94.64,0.693,100,rain,,,25.9,15.6,154,1009.7,100,4.9,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T07:00:00,2023-08-05,7,12.5,12.5,11.8,95.66,1.193,100,rain,,,34,17.4,164,1007.5,100,16.8,11,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T08:00:00,2023-08-05,8,12.9,12.9,12.1,94.75,0.133,100,rain,,,36.3,21.5,171,1005.9,100,14,42,0.2,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T09:00:00,2023-08-05,9,13.8,13.8,13.3,96.86,0.277,100,rain,,,40.4,24.5,191,1003.9,100,11.3,91,0.3,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T10:00:00,2023-08-05,10,14.9,14.9,14.2,95.55,0.497,100,rain,,,38.2,23.3,203,1002.6,100,6.7,313,1.1,3,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T11:00:00,2023-08-05,11,15.7,15.7,14.9,95.29,0.107,100,rain,,,32.5,19.8,219,1001.9,100,3.7,193,0.7,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T12:00:00,2023-08-05,12,16.3,16.3,15.1,92.14,0.248,100,rain,,,30.3,19.7,244,1001.4,100,40.3,237,0.9,2,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-05T13:00:00,2023-08-05,13,16.8,16.8,15.5,92.2,0.103,100,rain,,,34,20.3,269,1001.2,98.5,21.9,118,0.4,1,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
